Survey ID,Gender,Age,Own or rent,Dwelling type,Dwelling type Other,Area of College Station,Highest level of education you have completed,Years have you lived in College Station,Survey source,Attend Blinn College or Texas A&M,Number of people age 19 and older in household,City employee,Importance of attracting business and jobs,Importance of attracting tourism,Importance of programs to retain and support existing businesses,Importance of enforcing traffic laws,Importance of code enforcement services,Importance of educating the public on crime prevention,Importance of animal control services,Importance of maintaining streets and roads,"Importance of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Importance of managing traffic congestion,Importance of maintaining appearance of parks,Importance of providing a variety of recreation youth programs,Importance of providing a variety of adult recreation programs,Importance of library services,Importance of senior citizen services,"Importance of special events (Starlight Music Series, Christmas in the Park, etc.)",Importance of managing trash and recycling collection,Importance of managing stormwater drainage,Importance of police department services,Importance of fire department Services,Top 3 most important - attracting business and jobs,Top 3 most important - attracting tourism,Top 3 most important - programs to retain and support existing businesses,Top 3 most important - enforcing traffic laws,Top 3 most important - code enforcement services,Top 3 most important - educating the public on crime prevention,Top 3 most important - animal control services,Top 3 most important - maintaining streets and roads,"Top 3 most important - biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Top 3 most important - managing traffic congestion,Top 3 most important - maintaining appearance of parks,Top 3 most important - providing a variety of recreation youth programs,Top 3 most important - providing a variety of adult recreation programs,Top 3 most important - library services,Top 3 most important - senior citizen services,"Top 3 most important - special events (Starlight Music Series, Christmas in the Park, etc.)",Top 3 most important - managing trash and recycling collection,Top 3 most important - managing stormwater drainage,Top 3 most important - police department services,Top 3 most important - fire department Services,No first choice for top 3 service,No second choice for top 3 service,No third choice for top 3 service,Quality of attracting business and jobs,Quality of attracting tourism,Quality of programs to retain and support existing businesses,Quality of enforcing traffic laws,Quality of code enforcement services,Quality of educating the public on crime prevention,Quality of animal control services,Quality of maintaining streets and roads,"Quality of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Quality of managing traffic congestion,Quality of maintaining appearance of parks,Quality of providing a variety of recreation youth programs,Quality of providing a variety of adult recreation programs,Quality of library services,Quality of senior citizen services,"Quality of special events (Starlight Music Series, Christmas in the Park, etc.)",Quality of managing trash and recycling collection,Quality of managing stormwater drainage,Quality of police department services,Quality of fire department Services,Quality of water services,Quality of wastewater services (sewer),Quality of electric utility services,Additional comments about specific city services or departments,Rate College Station as a place to live,Rate your neighborhood as a place to live,Rate College Station as a place to raise a family,Rate College Station as a place to do business,Rate College Station as a place to work,Rate College Station as a place to retire,Rate College Station's overall image/reputation,Rate the value of services you receive for your tax dollars,Rate the overall quality of city services,What do you value MOST about living in College Station?,"If you could change ONE THING about College Station, what would it be",What would you say should be College Station's highest priority,What types of retail and commercial development would you like to see in College Station,How likely are you to recommend College Station as a place to live,"Agree with this statement, College Station is moving in the right direction as a community",Importance of availability of open space,How could the city's customer service be improved,Importance of quality shopping opportunities,Importance of overall appearance of college station,Importance of appearance of neighborhoods,Importance of availability of medical/health care facilities,Importance of recreational opportunities,Importance of educational opportunities,Importance of entertainment opportunities,Importance of cultural activities,Importance of opportunities to participate in local government,Importance of ease of car travel around town,Importance of job opportunities,Importance of business opportunities,"Importance of support of sustainability, environmental and green issues",Importance of volunteer opportunities,Importance of quality of business and service establishments,Importance of quality of new development,Importance of ease of bicycle travel around town,Importance of sense of community,Importance of availability of quality affordable housing,Top 3 most important -  quality shopping opportunities,Top 3 most important -  overall appearance of college station,Top 3 most important -  appearance of neighborhoods,Top 3 most important -  availability of medical/health care facilities,Top 3 most important -  recreational opportunities,Top 3 most important -  educational opportunities,Top 3 most important -  entertainment opportunities,Top 3 most important -  cultural activities,Top 3 most important -  opportunities to participate in local government,Top 3 most important -  ease of car travel around town,Top 3 most important -  job opportunities,Top 3 most important -  business opportunities,"Top 3 most important -  support of sustainability, environmental and green issues",Top 3 most important -  volunteer opportunities,Top 3 most important -  quality of business and service establishments,Top 3 most important -  quality of new development,Top 3 most important -  availability of open space,Top 3 most important -  ease of bicycle travel around town,Top 3 most important -  sense of community,Top 3 most important -  availability of quality affordable housing,No first choice for top 3 community characteristic,No second choice for top 3 community characteristic,No third choice for top 3 community characteristic,Have you had any contact with a city employee(s) in the last 12 months,"Impression with the city employee(s) regarding their courtesy, knowledge and responsiveness",How safe do you feel in your neighborhood,Do you think crime in College Station is increasing or decreasing,Information preference about city government activities - city website (cstx.gov),Information preference about city government activities - local newspapers,Information preference about city government activities - city cable channel (Ch. 19),Information preference about city government activities - Local radio stations,Information preference about city government activities - Utility bill newsletter,Information preference about city government activities - Local TV stations,"Information preference about city government activities - Social media (Facebok, Twitter, etc.)",Information preference about city government activities - Other,Information preference Other,Top 3 communication method - city website (cstx.gov),Top 3 communication method - local newspapers,Top 3 communication method - city cable channel (Ch. 19),Top 3 communication method - local radio stations,Top 3 communication method - utility bill newsletter,Top 3 communication method - local TV stations,"Top 3 communication method - social media (Facebok, Twitter, etc.)",No first choice for top 3 communication method,No second choice for top 3 communication method,No third choice for top 3 communication method,"Do you receive enough information about city programs, activities and events?",How could the city improve its public communication efforts?,Rate quality of Southwood Community Center,Rate quality of Lincoln Recreation Center,Rate quality of College Station City Hall,Rate quality of Municipal Court,Importance for for the city to provide additional facilities for senior activities and programs,Importance for for the city to provide additional facilities for youth activities and programs,Importance for for the city to provide additional facilities for community meeting and activity space,Importance for for the city to provide additional facilities for city of ces and services,Additional comments about College Station's municipal buildings and facilities,Age groups represented by children in household first choice,Age groups represented by children in household second choice,Age groups represented by children in household third choice,Age groups represented by children in household fourth choice,location
1843,Female,55-64,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,,More than 20 years,Mail,Neither,Three,No,Not Important At All,Not Important At All,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Not Important At All,Very Important,Somewhat Unimportant,Not Important At All,Somewhat Unimportant,Very Important,Somewhat Unimportant,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,1,,,,,2,3,,,,No Opinion,No Opinion,No Opinion,Good,No Opinion,Good,Good,Fair,Good,Poor,Good,Good,Good,Fair,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Need more funding for library,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Good,Excellent,Excellent,Safety,"Become more liberal, more democrats, less conservative republicans","Police and fire services, libraries, utilities","Whole Foods, Trader Joe's, Central Market",2,2,1,,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,,,,,,3,,,,,,,1,,,,2,,,,,,,No,,Very Safe,Staying the Same,City website (cstx.gov),Local newspapers,,,,,,,,1,2,,,,,3,,,,Yes,,Fair,No Opinion,No Opinion,No Opinion,Very Important,Somewhat Important,Very Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
1844,Male,25-34,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Graduate degree,11 to 20 years,Mail,Neither,Two,No,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,Not Important At All,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,3,,,,,,1,,,,,,,,,,,2,,,,Good,Good,Good,Fair,Fair,Fair,No Opinion,Fair,Poor,Good,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,Good,Good,Good,Good,Good,Good,,Good,Excellent,Excellent,Good,Good,Fair,Fair,Fair,Fair,"Good schools, improving bike lanes",Higher functioning EMS/Trauma services,,"REI, Bass Pro Shop",1,2,2,,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,2,,,3,,,,,,,,,,,,,,1,,,,,,No,,Very Safe,Don't Know,City website (cstx.gov),Local newspapers,"Social media (Facebook, Twitter, etc.)",,,,,,,2,3,,,,,1,,,,No,Social media,No Opinion,Excellent,No Opinion,Excellent,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,, to 12 years old,,,,"(30.5319423, -96.2972832)"
1845,,65 or older,Own,,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,8,More than 20 years,Mail,Blinn,Six or more,No,Very Important,Very Important,,Very Important,,,Very Important,Very Important,Very Important,,,,Very Important,,Very Important,,Very Important,Very Important,,Very Important,,,,,,,,,,,,,,,,,,,,,1,2,3,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,Very Safe,Don't Know,Local newspapers,,,,,,,,,,,,,,,,1,2,3,No,,No Opinion,Excellent,No Opinion,No Opinion,Very Important,,,,,None under 19 in household,,,,"(30.595071, -96.329426)"
1846,Female,24 or under,Rent,Duplex,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Graduated high school,Less than 3 years,Mail,Texas A&M,Three,No,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,1,,2,,,,,,,,,3,,,,,Good,Excellent,Good,Fair,No Opinion,Good,Excellent,Good,Good,Fair,Good,No Opinion,No Opinion,No Opinion,No Opinion,Good,Excellent,No Opinion,Good,Good,Good,Good,Good,,Excellent,Excellent,Good,Good,Good,Fair,Excellent,Good,Excellent,"Access to many types of businesses (food, PD, FD, shops)",Traffic congestion,"Transportation services (traffic, roads)",Fine dining establishments,1,2,2,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Not Important At All,Very Important,Very Important,,,,,,,3,,,2,,,,,,,,,1,,,,,No,,Very Safe,Increasing,Local newspapers,City cable channel (Ch. 1),Local radio stations,Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,2,1,,,3,,,,No,,Excellent,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.5319423, -96.2972832)"
1847,Female,45-54,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Some college or technical school,More than 20 years,Mail,Neither,One,No,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,,,1,,,,,,,2,,,,,,,,,3,,,,,No Opinion,Good,No Opinion,Good,No Opinion,No Opinion,Good,Good,Good,Good,Good,Good,Good,Good,No Opinion,Good,Excellent,No Opinion,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,"Safe, peaceful town that has an Aggie cultural identity. It's a diverse, exciting place to live (and I am including Bryan/downtown Bryan).",More family oriented rentals at affordable rent.,"Undisturbed outdoor space for walking, hiking, picnics, etc.","More green space with less commerical development, leave some grass & trees!",1,1,1,,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,,,,,,,,,,,1,,3,,,,,,,2,,,,Yes,Excellent,Very Safe,Increasing,City website (cstx.gov),Local newspapers,Local TV stations,,,,,,,3,2,,,,1,,,,,Yes,,Good,No Opinion,Good,Excellent,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Use existing space before building new facilities.,None under 19 in household,,,,"(30.639968, -96.2746347)"
1850,Female,45-54,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Some college or technical school,7 to 10 years,Mail,Neither,Two,No,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,,,,,,,,,,,1,2,,,,Fair,Good,No Opinion,No Opinion,Good,Good,Good,Fair,Good,Fair,Good,Excellent,Good,No Opinion,No Opinion,Good,Good,Good,Excellent,Excellent,Good,Good,Good,,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Good,"Quality of life, schools, etc.",Better retail,Public safety,"Businesses for people over 30: restaurants, bars, activities",1,2,2,,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,2,,,3,,,,,,,1,,,,,,,,,,,,,No,,Somewhat Safe,Increasing,Local radio stations,Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,3,,2,1,,,,No,Easy to access,No Opinion,Poor,No Opinion,No Opinion,Somewhat Unimportant,Very Important,Somewhat Unimportant,Somewhat Important,,1 to 18 years old,,,,"(30.639968, -96.2746347)"
1852,Male,45-54,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,,More than 20 years,Mail,Texas A&M,Two,No,Somewhat Unimportant,Not Important At All,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,,,,3,,,,1,,,2,,,,,,,,,,,,,No Opinion,No Opinion,No Opinion,Fair,Fair,Fair,Good,Poor,Poor,Poor,No Opinion,Poor,Poor,Poor,No Opinion,No Opinion,Fair,Fair,Good,Excellent,Fair,Fair,Good,Parks dept needs to be more concerned about locals rather than catering to tournaments from out of town.,Fair,Fair,Fair,Fair,Fair,Poor,Good,Poor,Fair,Used to be the school system and small town fell. None of that applies anymore.,City and city managers need to quit trying to run depts like profit centers or a business.,Provide services to the citizens,More entertainment driven businesses,3,4,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,,,,,2,1,,,,3,,,,,,,,,,,,,,Yes,Excellent,Somewhat Safe,Increasing,City website (cstx.gov),Utility bill newsletter,,,,,,,,1,,,,2,,,,,3,No,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,, to 12 years old,13 to 15 years old,,,"(30.639968, -96.2746347)"
1853,Female,55-64,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,,Less than 3 years,Mail,Neither,Two,No,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,,,,,1,,,2,,,,,,,,3,,,,,,,,Excellent,Excellent,Good,Good,Good,No Opinion,No Opinion,Excellent,Excellent,Good,Excellent,Good,Good,Good,No Opinion,Good,Good,No Opinion,Good,Good,No Opinion,No Opinion,Good,Sewer charge seems to high compared to what I have paid in previous cities. I have never had it as a separate charge.,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,"Small town feel with benefit of larger city activities, easy to get around",Mall with more stores,Updated mall with stores common to malls in larger cities,Retain park similar to some of the newer ones in Houston where you can walk between several shops and restaurants and other activities.,1,1,1,Very courteous and friendly,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,2,1,,,,,,,,,,,,3,,,,,,,,,Yes,Excellent,Very Safe,Increasing,City website (cstx.gov),City cable channel (Ch. 1),Utility bill newsletter,Other,,,,,email,2,,,,1,,,,,3,Yes,Offer a sign up for an emailed newsletter,No Opinion,No Opinion,Excellent,No Opinion,Very Important,Very Important,Very Important,Somewhat Important,"Entrance on Hwy 6 southside could have a larger and updated structure with the CS name. Smaller scale and matching oneon TX Ave northside. After seeing the Navasota structure, ours just is not very impressive and looks so small.",13 to 15 years old,,,,"(30.5319423, -96.2972832)"
1854,Male,35-44,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,Less than 3 years,Mail,Neither,Two,No,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Not Important At All,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Not Important At All,Not Important At All,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,1,,3,,,,,,,,,,,,,2,,,,,,,,Fair,Fair,Fair,Good,No Opinion,No Opinion,Fair,Poor,Fair,Fair,Good,Good,No Opinion,No Opinion,No Opinion,Good,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,,Good,Excellent,Excellent,Fair,Fair,Good,Fair,Good,Good,Good people and values,More businesses,Attracting more big businesses,"Costco, Whole Foods, etc",2,1,2,Less wait,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,3,,,,,,,,,,2,1,,,,,,,,,,,,Yes,Good,Very Safe,Staying the Same,City website (cstx.gov),"Social media (Facebook, Twitter, etc.)",,,,,,,,1,,,,,,2,,,3,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Not Important At All,Very Important,Somewhat Important,Somewhat Important,,Under  years old,,,,"(30.6256267, -96.253038)"
1855,Female,45-54,Own,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduated high school,More than 20 years,Mail,Neither,Six or more,No,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Very Important,Somewhat Important,Very Important,Very Important,,,,,,,,3,,,,,,,,,,,1,2,,,,Good,Fair,Poor,Fair,Poor,Fair,Poor,Fair,Poor,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Good,Fair,"Water, wastewater & electric utility services cost too much for this area",Fair,Good,Good,Fair,Fair,Fair,Fair,Poor,Fair,Variety of restaurants,"Taxes, utility costs",Need natural resource like a large lake close/in town,More privately owned business that are not related to TAMU,3,2,3,Knowing how/where to find online services,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,,,,,3,,,,,,2,1,,,,,,,,,,,,Yes,Good,Somewhat Safe,Staying the Same,City website (cstx.gov),Utility bill newsletter,Local TV stations,,,,,,,1,,,,2,3,,,,,No,,Fair,Fair,Fair,No Opinion,,,,,Needs updates,Under  years old, to 12 years old,13 to 15 years old,1 to 18 years old,"(30.595071, -96.329426)"
1856,Female,35-44,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,,3 to  years,Mail,Neither,One,No,Very Important,Somewhat Unimportant,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,3,,,,,,,,,1,2,,,,No Opinion,Fair,No Opinion,Good,No Opinion,Excellent,Fair,Fair,Poor,Poor,Excellent,No Opinion,No Opinion,Good,No Opinion,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Who manages traffic flow? The commute to TAMU is dangerous. I would gladly ride a train to avoid the dangerous snarls on Wellborn & 2818 Harvey Mitchell Pkwy & Raymond Stotzer.,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Diverse and friendly people,Finding housing is really challenging. Makes housing expensive.,"Make safer driving. Traffic flow here is dangerous and often deadly. Longer merge lanes, lights and roundabouts would make communte to TAMU safer.","Almost everything I need is here. Maybe a Trader Joe's, Whole Foods. Would like another internet provider in addition to Suddenlink.",2,1,1,,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,3,,,,,,1,,,,,,,,2,,,,,,No,,Somewhat Safe,Increasing,Local radio stations,Utility bill newsletter,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,1,2,,3,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,"They seem very spread out, or you have to go to Bryan for certain things.",None under 19 in household,,,,"(30.5319423, -96.2972832)"
1857,Female,65 or older,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,More than 20 years,Mail,Neither,One,No,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,,,,,1,2,3,Good,Good,Good,Fair,Fair,Good,Good,Fair,Excellent,Fair,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Good,Fair,Good,Good,Excellent,Good,,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Was a great place to raise children,More roads and lanes. Not 75mph on bypass. Police dept not next to park.,Road congestion,Restaurants please,2,2,1,Better communication,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,,3,,,,2,,,,1,,,,,,,,,,,,,,Yes,Excellent,Very Safe,Increasing,City website (cstx.gov),,,,,,,,,1,3,,,,2,,,,,Yes,,No Opinion,No Opinion,Good,Good,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.6256267, -96.253038)"
1858,Male,65 or older,Own,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,,More than 20 years,Mail,Neither,One,No,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,,,,,1,2,3,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Fair,Fair,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Good,Good,Excellent,Good,Excellent,Fair,Good,Good,Good,,,,,2,2,1,,Somewhat Unimportant,Very Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,Somewhat Important,Not Important At All,Very Important,Not Important At All,Not Important At All,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Not Important At All,Somewhat Important,Somewhat Important,,,,,,1,,,,2,,,3,,,,,,,,,,,No,,Very Safe,Don't Know,Local newspapers,Local TV stations,,,,,,,,,1,,,,2,,,,3,No,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,,None under 19 in household,,,,"(30.595071, -96.329426)"
1859,Male,25-34,Rent,Duplex,,Area B - North of Bird Pond Rd and East of Texas Ave.,Some college or technical school,Less than 3 years,Mail,Texas A&M,One,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Poor,Fair,Poor,Poor,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,Good,Good,Good,Good,Good,Good,Invest in great public transportation and bike lanes and bike public awareness. A&M is only getting bigger and you can only make streets so wide,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,,Better public transportation,Public transportation,,3,4,2,,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,3,,,,,,,,,,,2,,,,,1,,,,,,No,,Very Safe,Don't Know,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,2,,,1,,,3,No,"Newsletter, ad on NPR",No Opinion,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Very Important,Somewhat Unimportant,,None under 19 in household,,,,"(30.639968, -96.2746347)"
